
╭────────┬─────────┬────────────────┬────────────────────────────┬────────────────────────────┬──────────────┬─────────────╮
│   id   │ country │     state      │            city            │           native           │     lon      │     lat     │
│ 159398 │ China   │ Yunnan         │ Gejiu                      │ 个旧                       │  103.1577391 │  23.3618738 │
│  19733 │ China   │ Yunnan         │ Jinghong                   │ 景洪                       │    100.73409 │    21.99102 │
│ 159420 │ China   │ Yunnan         │ Jinghong                   │ 景洪                       │  100.7983916 │  22.0147814 │
│  19770 │ China   │ Yunnan         │ Kaiyuan                    │ 开元                       │    103.30372 │    23.69767 │
│ 159399 │ China   │ Yunnan         │ Kaiyuan                    │ 开元                       │   103.378104 │  23.7106875 │
│  20100 │ China   │ Yunnan         │ Shilin                     │ 士林                       │    103.33237 │    24.81878 │
│ 159325 │ China   │ Yunnan         │ Shilin                     │ 士林                       │  103.4269371 │  24.7611768 │
│  19453 │ China   │ Zhejiang       │ Deqing                     │ 德清                       │     119.9599 │    30.54485 │
│ 159491 │ China   │ Zhejiang       │ Deqing                     │ 德清                       │  120.0500594 │  30.5625691 │
│  19481 │ China   │ Zhejiang       │ Dongyang                   │ 东阳                       │    120.22528 │    29.26778 │
│ 159507 │ China   │ Zhejiang       │ Dongyang                   │ 东阳                       │  120.2372669 │  29.2924528 │
│  19505 │ China   │ Zhejiang       │ Fenghua                    │ 奉化                       │     121.4064 │    29.65628 │
│ 159465 │ China   │ Zhejiang       │ Fenghua                    │ 奉化                       │  121.4017136 │  29.6575869 │
│  19526 │ China   │ Zhejiang       │ Fuyang                     │ 富阳                       │    119.95194 │    30.05333 │
│ 159455 │ China   │ Zhejiang       │ Fuyang                     │ 富阳                       │  119.9559051 │  30.0504847 │
│  19591 │ China   │ Zhejiang       │ Haining                    │ 海宁                       │    120.68638 │    30.53629 │
│ 159486 │ China   │ Zhejiang       │ Haining                    │ 海宁                       │  120.6759733 │  30.5142256 │
│  19662 │ China   │ Zhejiang       │ Huangyan                   │ 黄岩                       │    121.26591 │     28.6501 │
│ 159520 │ China   │ Zhejiang       │ Huangyan                   │ 黄岩                       │  121.2576325 │    28.65319 │
│  19710 │ China   │ Zhejiang       │ Jiaojiang                  │ 椒江                       │    121.47331 │    28.69844 │
│ 159519 │ China   │ Zhejiang       │ Jiaojiang                  │ 椒江                       │  121.4385711 │  28.6758042 │
│  19713 │ China   │ Zhejiang       │ Jiashan                    │ 嘉善                       │    120.92583 │    30.84918 │
│ 159484 │ China   │ Zhejiang       │ Jiashan                    │ 嘉善                       │  120.9218024 │  30.8327446 │
│  19714 │ China   │ Zhejiang       │ Jiaxing                    │ 嘉兴                       │  120.7510971 │  30.7474425 │
│  19715 │ China   │ Zhejiang       │ Jiaxing                    │ 嘉兴市                     │    120.75238 │     30.7707 │
│  19801 │ China   │ Zhejiang       │ Lanxi                      │ 兰溪                       │    119.47156 │    29.21588 │
│ 159505 │ China   │ Zhejiang       │ Lanxi                      │ 兰溪                       │   119.455345 │  29.2117769 │
│  19844 │ China   │ Zhejiang       │ Linhai                     │ 临海                       │     121.1447 │    28.85535 │
│ 159526 │ China   │ Zhejiang       │ Linhai                     │ 临海                       │  121.1402223 │  28.8616886 │
│  19848 │ China   │ Zhejiang       │ Linping                    │ 临平                       │    120.29722 │     30.4225 │
│ 159453 │ China   │ Zhejiang       │ Linping                    │ 临平                       │  120.2946532 │  30.4217049 │
│  19891 │ China   │ Zhejiang       │ Luqiao                     │ 路桥                       │    121.37491 │    28.58023 │
│ 159521 │ China   │ Zhejiang       │ Luqiao                     │ 路桥                       │  121.3338807 │  28.5818718 │
│  19961 │ China   │ Zhejiang       │ Ninghai                    │ 宁海                       │    121.42472 │    29.28917 │
│ 159467 │ China   │ Zhejiang       │ Ninghai                    │ 宁海                       │  121.4252252 │  29.2907774 │
│  20069 │ China   │ Zhejiang       │ Shangyu                    │ 上虞                       │    120.87111 │    30.01556 │
│ 159496 │ China   │ Zhejiang       │ Shangyu                    │ 尚宇                       │  120.8640628 │     30.0357 │
│  20219 │ China   │ Zhejiang       │ Wenling                    │ 温岭                       │    121.38416 │    28.37524 │
│ 159525 │ China   │ Zhejiang       │ Wenling                    │ 温岭                       │  121.3808408 │  28.3761941 │
│  20260 │ China   │ Zhejiang       │ Xianju                     │ 仙居                       │    120.73168 │     28.8547 │
│ 159524 │ China   │ Zhejiang       │ Xianju                     │ 仙居                       │  120.7251018 │  28.8499577 │
│  20274 │ China   │ Zhejiang       │ Xiaoshan                   │ 萧山                       │    120.25883 │    30.16746 │
│ 159451 │ China   │ Zhejiang       │ Xiaoshan                   │ 萧山                       │  120.2597528 │  30.1861821 │
│  20383 │ China   │ Zhejiang       │ Yiwu                       │ 义乌                       │    120.07676 │    29.31506 │
│ 159506 │ China   │ Zhejiang       │ Yiwu                       │ 义乌                       │  120.0703805 │  29.3093002 │
│  20411 │ China   │ Zhejiang       │ Yuyao                      │ 余姚                       │    121.14944 │       30.05 │
│ 159468 │ China   │ Zhejiang       │ Yuyao                      │ 余瑶                       │  121.1500882 │  30.0403094 │
│  20467 │ China   │ Zhejiang       │ Zhuji                      │ 诸暨                       │    120.24233 │    29.71877 │
│ 159498 │ China   │ Zhejiang       │ Zhuji                      │ 诸暨                       │  120.2419855 │  29.7112121 │
│  98679 │ Russia  │ Altai          │ Inya                       │ Иня                        │     86.62667 │    50.45611 │
│  98680 │ Russia  │ Altai          │ Inya                       │ Иня                        │      82.6712 │     53.5044 │
│  97634 │ Russia  │ Moscow         │ Annino                     │ Аннино                     │         37.6 │    55.58333 │
│  97636 │ Russia  │ Moscow         │ Annino                     │ Аннино                     │     37.26019 │    55.58316 │
│  97970 │ Russia  │ Moscow         │ Bogorodskoye               │ Богородское                │     37.88333 │       56.55 │
│  97971 │ Russia  │ Moscow         │ Bogorodskoye               │ Богородское                │     37.71617 │    55.81353 │
│ 101206 │ Russia  │ Moscow         │ Severnyy                   │ Северный                   │     37.54889 │    55.93583 │
│ 101207 │ Russia  │ Moscow         │ Severnyy                   │ Северный                   │        37.65 │    56.73333 │
│  33978 │ Spain   │ Cantabria      │ El Astillero               │ El Astillero               │     -3.82051 │    43.40094 │
│ 152844 │ Spain   │ Cantabria      │ El Astillero               │ El Astillero               │    -3.822281 │  43.3983734 │
│  34897 │ Spain   │ Las Palmas     │ La Oliva                   │ La Oliva                   │    -13.92912 │    28.61052 │
│ 153197 │ Spain   │ Las Palmas     │ La Oliva                   │ La Oliva                   │  -13.9267252 │  28.6100767 │
│  34988 │ Spain   │ Las Palmas     │ Las Palmas de Gran Canaria │ Las Palmas de Gran Canaria │    -15.41343 │    28.09973 │
│ 153198 │ Spain   │ Las Palmas     │ Las Palmas de Gran Canaria │ Las Palmas de Gran Canaria │  -15.4362574 │  28.1235459 │
│  34856 │ Spain   │ León           │ La Bañeza                  │ La Bañeza                  │     -5.89772 │    42.30026 │
│ 152979 │ Spain   │ León           │ La Bañeza                  │ La Bañeza                  │   -5.9092754 │  42.2909973 │
│  34908 │ Spain   │ León           │ La Pola de Gordón          │ La Pola de Gordón          │     -5.66768 │    42.85658 │
│ 152991 │ Spain   │ León           │ La Pola de Gordón          │ La Pola de Gordón          │   -5.6714331 │  42.8543772 │
│  34918 │ Spain   │ León           │ La Robla                   │ La Robla                   │     -5.62904 │    42.80302 │
│ 152994 │ Spain   │ León           │ La Robla                   │ La ROBLA                   │   -5.6273951 │  42.8012489 │
│  33997 │ Spain   │ Madrid         │ El Escorial                │ El Escorial                │     -4.12846 │    40.58254 │
│ 152817 │ Spain   │ Madrid         │ El Escorial                │ El Escorial                │   -4.1280468 │  40.5842657 │
│  34002 │ Spain   │ Madrid         │ El Molar                   │ El Molar                   │     -3.57969 │    40.73215 │
│ 152824 │ Spain   │ Madrid         │ El Molar                   │ El Molar                   │   -3.5825347 │  40.7351603 │
│  34024 │ Spain   │ Madrid         │ El Vellón                  │ El Vellón                  │     -3.57969 │    40.76495 │
│ 152839 │ Spain   │ Madrid         │ El Vellón                  │ El Vellón                  │    -3.581902 │  40.7674389 │
│  34029 │ Spain   │ Madrid         │ El Álamo                   │ El Álamo                   │     -3.99447 │    40.23066 │
│ 152809 │ Spain   │ Madrid         │ El Álamo                   │ El Álamo                   │   -3.9942211 │  40.2312091 │
│  34860 │ Spain   │ Madrid         │ La Cabrera                 │ La Cabrera                 │     -3.61265 │    40.86386 │
│ 152814 │ Spain   │ Madrid         │ La Cabrera                 │ La Cabrera                 │   -3.6154482 │  40.8655887 │
│  34991 │ Spain   │ Madrid         │ Las Rozas de Madrid        │ Las Rozas de Madrid        │     -3.87371 │    40.49292 │
│ 152832 │ Spain   │ Madrid         │ Las Rozas de Madrid        │ Las Rozas de Madrid        │   -3.8784732 │  40.4953138 │
│  34932 │ Spain   │ Murcia         │ La Unión                   │ La Unión                   │     -0.87799 │    37.61915 │
│ 152974 │ Spain   │ Murcia         │ La Unión                   │ La Unión                   │   -0.8859898 │  37.6219141 │
│  34993 │ Spain   │ Murcia         │ Las Torres de Cotillas     │ Las Torres de Cotillas     │     -1.24188 │    38.02822 │
│ 152973 │ Spain   │ Murcia         │ Las Torres de Cotillas     │ Las Torres de Cotillas     │   -1.2433848 │  38.0274986 │
│  32556 │ Spain   │ Valencia       │ Atzeneta d'Albaida         │ Atzeneta d'Abaida          │         -0.5 │    38.83333 │
│ 152920 │ Spain   │ Valencia       │ Atzeneta d'Albaida         │ La iteteta dalbaida        │   -0.4986166 │  38.8312511 │
│  33233 │ Spain   │ Valencia       │ Canet d'En Berenguer       │ Canet d'En Berenguer       │     -0.21667 │    39.68333 │
│ 152931 │ Spain   │ Valencia       │ Canet d'En Berenguer       │ Canet d'En Berenguer       │   -0.2191903 │  39.6806346 │
│  34871 │ Spain   │ Valencia       │ La Font de la Figuera      │ La fuente Figuera          │     -0.88333 │        38.8 │
│ 152935 │ Spain   │ Valencia       │ La Font de la Figuera      │ La Fuente de la higuera    │   -0.8800271 │  38.8061311 │
│  34904 │ Spain   │ Valencia       │ La Pobla Llarga            │ La Pobla Long              │     -0.46667 │    39.08333 │
│ 152956 │ Spain   │ Valencia       │ La Pobla Llarga            │ Pobla Long the             │   -0.4755993 │   39.085084 │
│  34906 │ Spain   │ Valencia       │ La Pobla de Farnals        │ La Pobla de Farnals        │     -0.28425 │    39.56571 │
│ 152953 │ Spain   │ Valencia       │ La Pobla de Farnals        │ El Pobla de Farnals        │   -0.3207299 │  39.5764948 │
│  34907 │ Spain   │ Valencia       │ La Pobla de Vallbona       │ La Pobla de Vallbona       │     -0.55468 │    39.59747 │
│ 152955 │ Spain   │ Valencia       │ La Pobla de Vallbona       │ El Pobla de Vallbona       │   -0.5517843 │  39.5962965 │
│  34935 │ Spain   │ Valencia       │ La Yesa                    │ La Yesa                    │        -0.95 │    39.88333 │
│ 152967 │ Spain   │ Valencia       │ La Yesa                    │ La Yesa                    │   -0.9611608 │  39.8918673 │
╰────────┴─────────┴────────────────┴────────────────────────────┴────────────────────────────┴──────────────┴─────────────╯
